height_to_cheek,cheek_to_jaw,forehead_to_cheek,jaw_to_forehead,height_to_jaw,height_to_forehead,chin_to_jaw,cheek_to_fj_mean,jaw_angle,label
1.181301,1.332632,0.487297,1.539914,1.574240,2.424194,0.429823,1.615912,137.028488,Oblong
1.234030,1.360789,0.491719,1.494487,1.679255,2.509624,0.409336,1.630541,134.011200,Oblong
1.310903,1.345065,0.498030,1.492799,1.763250,2.632177,0.417159,1.610970,141.617020,Oblong
1.308256,1.292790,0.495460,1.561218,1.691301,2.640488,0.422588,1.576068,136.848541,Oblong
1.280417,1.372225,0.510635,1.427131,1.757021,2.507500,0.431491,1.613712,141.142258,Oblong
1.271278,1.372915,0.491525,1.481871,1.745357,2.586394,0.404766,1.639475,138.483780,Oblong
1.254683,1.326904,0.515087,1.463120,1.664845,2.435868,0.431450,1.576391,140.077667,Oblong
1.231114,1.311714,0.507619,1.501836,1.614869,2.425269,0.420091,1.574827,140.997223,Oblong
1.258691,1.430104,0.530412,1.318315,1.800060,2.373045,0.432271,1.626464,147.376984,Oblong
1.208745,1.360568,0.504949,1.455567,1.644580,2.393797,0.419410,1.612986,137.386032,Oblong
1.288600,1.369187,0.504640,1.447289,1.764335,2.553503,0.420909,1.619433,142.815002,Oblong
1.289248,1.359653,0.478197,1.538030,1.752929,2.696059,0.412098,1.647882,137.979279,Oblong
1.223219,1.353878,0.512561,1.441036,1.656088,2.386482,0.436939,1.598490,141.968048,Oblong
1.279601,1.371379,0.504820,1.444462,1.754817,2.534766,0.416920,1.620728,137.733292,Oblong
1.285455,1.364790,0.502544,1.458008,1.754376,2.557894,0.416339,1.619095,140.815720,Oblong
1.205317,1.320445,0.490480,1.544039,1.591555,2.457423,0.418532,1.602820,138.217972,Oblong
1.310741,1.360524,0.504560,1.456736,1.783294,2.597789,0.428355,1.613461,143.779175,Oblong
1.186576,1.378654,0.559016,1.297539,1.635878,2.122615,0.425447,1.557195,144.697708,Oblong
1.292201,1.340864,0.504956,1.476937,1.732666,2.559038,0.410861,1.599049,137.785751,Oblong
1.228125,1.296839,0.485353,1.588751,1.592681,2.530374,0.426383,1.591775,131.445190,Oblong
1.248650,1.369143,0.509693,1.432989,1.709581,2.449811,0.423992,1.612804,143.667831,Oblong
1.260266,1.331971,0.535710,1.401443,1.678638,2.352515,0.424285,1.554633,145.751953,Oblong
1.220641,1.303784,0.492790,1.556439,1.591452,2.476998,0.402634,1.587568,134.761078,Oblong
1.191237,1.344890,0.512954,1.449554,1.602083,2.322307,0.415011,1.591711,138.188019,Oblong
1.210195,1.330526,0.521774,1.440436,1.610196,2.319384,0.421625,1.570651,138.324631,Oblong
1.269769,1.369973,0.532222,1.371497,1.739549,2.385786,0.423718,1.584581,142.998322,Oblong
1.194745,1.331878,0.525835,1.427861,1.591254,2.272091,0.418202,1.566595,141.318634,Oblong
1.203183,1.325616,0.488069,1.545614,1.594958,2.465190,0.405735,1.609742,138.140793,Oblong
1.284028,1.300685,0.495334,1.552137,1.670116,2.592249,0.420307,1.582079,134.100586,Oblong
1.276519,1.339134,0.492241,1.517046,1.709429,2.593282,0.415830,1.614215,138.635574,Oblong
1.304292,1.408975,0.513182,1.383010,1.837715,2.541578,0.426688,1.635433,146.669907,Oblong
1.208651,1.354744,0.528321,1.397156,1.637413,2.287722,0.412816,1.579196,141.924438,Oblong
1.273113,1.356142,0.490493,1.503357,1.726522,2.595580,0.417945,1.628826,140.293884,Oblong
1.285894,1.324305,0.491041,1.537779,1.702917,2.618710,0.426991,1.604938,137.411270,Oblong
1.281469,1.350516,0.493371,1.500812,1.730645,2.597372,0.427891,1.620970,142.109970,Oblong
1.288600,1.369187,0.504640,1.447289,1.764335,2.553503,0.420909,1.619433,142.815002,Oblong
1.267482,1.293917,0.486840,1.587477,1.640017,2.603490,0.415237,1.587696,134.126236,Oblong
1.214407,1.351075,0.527154,1.404051,1.640754,2.303703,0.413745,1.578151,139.758499,Oblong
1.239125,1.399732,0.546493,1.307287,1.734443,2.267414,0.405994,1.586150,143.546860,Oblong
1.241351,1.341716,0.515380,1.446145,1.665540,2.408613,0.430741,1.586428,141.026825,Oblong
1.260478,1.362135,0.500133,1.467893,1.716942,2.520287,0.408791,1.620385,136.991974,Oblong
1.243593,1.372801,0.495054,1.471431,1.707205,2.512034,0.395038,1.634665,135.812668,Oblong
1.247371,1.373142,0.505501,1.440663,1.712817,2.467592,0.415520,1.621064,143.672607,Oblong
1.222971,1.307779,0.509680,1.500264,1.599377,2.399487,0.419113,1.569446,141.250793,Oblong
1.251841,1.300234,0.497230,1.546755,1.627686,2.517631,0.433261,1.579377,137.875397,Oblong
1.235416,1.241847,0.468122,1.720175,1.534197,2.639088,0.441157,1.570629,133.237762,Oblong
1.240156,1.369774,0.519846,1.404353,1.698734,2.385622,0.425164,1.600137,143.070404,Oblong
1.196728,1.364698,0.492754,1.487077,1.633173,2.428654,0.416290,1.631965,138.507599,Oblong
1.245677,1.358341,0.506452,1.453626,1.692053,2.459612,0.417076,1.609470,140.162460,Oblong
1.201301,1.364750,0.496983,1.474367,1.639475,2.417189,0.412645,1.626390,139.516403,Oblong
1.234280,1.318945,0.484906,1.563562,1.627948,2.545397,0.411051,1.608896,140.434921,Oblong
1.211528,1.322373,0.490636,1.541297,1.602092,2.469299,0.412470,1.604039,139.422470,Oblong
1.307959,1.320513,0.485447,1.559968,1.727177,2.694340,0.414679,1.609362,134.332199,Oblong
1.249501,1.332390,0.485996,1.544315,1.664824,2.571012,0.428173,1.617434,140.305832,Oblong
1.241421,1.331841,0.513776,1.461415,1.653376,2.416267,0.413958,1.581507,138.061783,Oblong
1.369258,1.337592,0.506610,1.475715,1.831508,2.702785,0.432510,1.594613,144.410049,Oblong
1.370508,1.369396,0.487194,1.498888,1.876769,2.813066,0.414127,1.642788,140.130249,Oblong
1.290330,1.367105,0.500197,1.462370,1.764017,2.579646,0.415078,1.623813,137.931244,Oblong
1.234627,1.410163,0.519438,1.365202,1.741025,2.376851,0.422933,1.627901,140.811447,Oblong
1.246742,1.349051,0.531876,1.393673,1.681918,2.344044,0.428979,1.570921,143.812546,Oblong
1.322434,1.315979,0.525112,1.447101,1.740295,2.518384,0.420631,1.556417,141.516724,Oblong
1.227134,1.323064,0.529804,1.426605,1.623577,2.316202,0.411515,1.555663,132.714066,Oblong
1.285528,1.339045,0.510968,1.461542,1.721380,2.515870,0.417183,1.590118,137.622971,Oblong
1.256480,1.305974,0.490937,1.559694,1.640930,2.559349,0.418490,1.591534,138.689392,Oblong
1.230506,1.346928,0.475916,1.560003,1.657403,2.585554,0.405253,1.641570,139.788773,Oblong
1.275395,1.345294,0.517400,1.436667,1.715781,2.465006,0.416444,1.586380,138.779327,Oblong
1.237506,1.351874,0.541780,1.365340,1.672952,2.284148,0.422447,1.560678,142.011353,Oblong
1.253501,1.328551,0.501674,1.500377,1.665340,2.498638,0.423526,1.594422,135.765152,Oblong
1.248024,1.313492,0.505955,1.504737,1.639269,2.466669,0.435052,1.578178,141.744553,Oblong
1.241771,1.317085,0.501036,1.515366,1.635517,2.478406,0.410032,1.586938,135.022186,Oblong
1.275923,1.363117,0.498258,1.472355,1.739232,2.560769,0.412878,1.623547,137.428955,Oblong
1.331228,1.327091,0.488085,1.543844,1.766661,2.727449,0.426370,1.610808,137.377869,Oblong
1.208576,1.388146,0.538247,1.338392,1.677681,2.245395,0.422188,1.589027,144.118622,Oblong
1.296010,1.359714,0.534502,1.375951,1.762202,2.424703,0.418860,1.574863,142.901871,Oblong
1.220065,1.323754,0.490385,1.540478,1.615066,2.487973,0.428005,1.605378,139.091461,Oblong
1.259171,1.306084,0.481636,1.589680,1.644584,2.614363,0.405204,1.603485,135.287689,Oblong
1.218449,1.369465,0.529620,1.378746,1.668624,2.300608,0.428973,1.587513,142.143341,Oblong
1.322213,1.399616,0.506213,1.411425,1.850590,2.611969,0.430397,1.638411,142.580338,Oblong
1.224772,1.341203,0.508860,1.465234,1.642668,2.406893,0.417854,1.594313,139.317413,Oblong
1.291284,1.369766,0.492988,1.480870,1.768758,2.619301,0.403989,1.635270,137.555191,Oblong
1.248604,1.360926,0.535799,1.371399,1.699258,2.330359,0.431179,1.574068,143.951523,Oblong
1.302509,1.397205,0.563524,1.270068,1.819873,2.311363,0.433539,1.563430,146.618530,Oblong
1.204294,1.333970,0.533878,1.404145,1.606492,2.255748,0.433043,1.558215,142.105453,Oblong
1.258276,1.329447,0.490515,1.533476,1.672811,2.565215,0.426641,1.609389,135.082932,Oblong
1.276791,1.316486,0.491253,1.546244,1.680878,2.599048,0.417833,1.598911,138.260803,Oblong
1.211353,1.343335,0.501950,1.483046,1.627253,2.413292,0.411122,1.604665,136.300415,Oblong
1.346492,1.394188,0.530911,1.351005,1.877263,2.536192,0.424097,1.602340,140.483154,Oblong
1.332268,1.327154,0.526587,1.430899,1.768124,2.530006,0.430238,1.562404,142.754425,Oblong
1.306810,1.356407,0.512451,1.438657,1.772566,2.550114,0.422111,1.600393,142.754593,Oblong
1.181231,1.330052,0.518280,1.450663,1.571098,2.279135,0.411867,1.574641,140.160416,Oblong
1.271760,1.329353,0.520234,1.445974,1.690618,2.444590,0.420829,1.571734,139.831497,Oblong
1.311311,1.340430,0.492460,1.514904,1.757721,2.662779,0.421568,1.614871,136.179810,Oblong
1.323485,1.339402,0.515928,1.447104,1.772678,2.565249,0.420387,1.584120,140.740219,Oblong
1.287694,1.362761,0.517251,1.418663,1.754819,2.489496,0.428110,1.598651,142.825760,Oblong
1.243579,1.357324,0.491903,1.497741,1.687940,2.528097,0.409992,1.627807,140.766586,Oblong
1.219441,1.360649,0.502274,1.463232,1.659231,2.427840,0.420159,1.616530,143.682114,Oblong
1.334979,1.344182,0.484467,1.535599,1.794454,2.755562,0.420387,1.628116,143.609146,Oblong
1.281854,1.340786,0.485296,1.536858,1.718692,2.641385,0.413229,1.624528,137.073593,Oblong
1.280091,1.295998,0.497116,1.552165,1.658996,2.575035,0.412432,1.576389,140.040665,Oblong
1.188326,1.353589,0.498131,1.483098,1.608505,2.385572,0.418995,1.616936,137.106140,Oblong
1.256243,1.408081,0.533933,1.330103,1.768892,2.352810,0.445714,1.607562,143.173004,Oblong
1.271349,1.436636,0.576186,1.208066,1.826466,2.206491,0.420886,1.572010,147.542145,Oblong
1.252037,1.361559,0.496008,1.480725,1.704723,2.524226,0.413135,1.625408,139.441147,Oblong
1.237881,1.339929,0.513353,1.453792,1.658673,2.411365,0.413047,1.587729,135.412628,Oblong
1.243931,1.366950,0.516058,1.417586,1.700390,2.410449,0.416207,1.603060,143.526947,Oblong
1.238127,1.337690,0.507731,1.472348,1.656230,2.438547,0.421790,1.593259,138.639252,Oblong
1.307399,1.357798,0.497736,1.479675,1.775182,2.626693,0.413866,1.620453,138.136292,Oblong
1.221834,1.340269,0.520092,1.434590,1.637586,2.349264,0.420672,1.579516,139.906464,Oblong
1.253237,1.404550,0.522295,1.363161,1.760234,2.399482,0.419335,1.620396,142.568909,Oblong
1.186576,1.378654,0.559016,1.297539,1.635878,2.122615,0.425447,1.557195,144.697708,Oblong
1.317259,1.361079,0.487239,1.507908,1.792893,2.703518,0.418185,1.636728,139.513321,Oblong
1.229552,1.335473,0.497834,1.504112,1.642033,2.469802,0.437179,1.604321,141.611130,Oblong
1.229683,1.284747,0.493010,1.578796,1.579832,2.494233,0.406346,1.573102,136.733505,Oblong
1.221059,1.347060,0.513598,1.445407,1.644840,2.377463,0.416288,1.592414,140.391388,Oblong
1.361586,1.320115,0.485061,1.561679,1.797450,2.807039,0.422737,1.609566,145.115692,Oblong
1.182896,1.362958,0.495492,1.480746,1.612238,2.387315,0.399584,1.627087,139.258911,Oblong
1.277938,1.387737,0.542197,1.329034,1.773442,2.356964,0.428870,1.583789,141.860870,Oblong
1.179453,1.340647,0.511955,1.456981,1.581230,2.303822,0.428977,1.589998,137.243469,Oblong
1.235119,1.328088,0.488209,1.542296,1.640348,2.529901,0.415705,1.611382,136.504257,Oblong
1.242449,1.353590,0.480491,1.537544,1.681766,2.585789,0.404379,1.640329,137.807419,Oblong
1.322669,1.322609,0.500530,1.510562,1.749374,2.642538,0.437090,1.591583,138.325714,Oblong
1.299544,1.341438,0.504772,1.476841,1.743258,2.574515,0.416240,1.599692,139.255096,Oblong
1.316931,1.320708,0.486282,1.557058,1.739282,2.708164,0.426267,1.608426,135.022324,Oblong
1.291557,1.306191,0.471703,1.623024,1.687020,2.738074,0.409978,1.616439,133.948730,Oblong
1.247524,1.387540,0.504388,1.428860,1.730989,2.473341,0.423416,1.632535,138.155670,Oblong
1.201301,1.364750,0.496983,1.474367,1.639475,2.417189,0.412645,1.626390,139.516403,Oblong
1.174012,1.336826,0.513379,1.457093,1.569449,2.286834,0.428147,1.585516,140.472382,Oblong
1.262107,1.311685,0.528710,1.441961,1.655487,2.387147,0.443482,1.549081,140.015640,Oblong
1.252779,1.394460,0.549750,1.304453,1.746951,2.278815,0.424753,1.578689,143.280151,Oblong
1.314643,1.370538,0.504176,1.447195,1.801769,2.607510,0.428215,1.620988,139.264832,Oblong
1.284789,1.303966,0.496350,1.545060,1.675322,2.588473,0.423445,1.583229,139.436584,Oblong
1.335221,1.332432,0.511746,1.466562,1.779092,2.609148,0.422628,1.584468,139.305969,Oblong
1.248663,1.336717,0.527215,1.418970,1.669109,2.368416,0.427291,1.568239,141.733414,Oblong
1.198844,1.360993,0.511554,1.436324,1.631618,2.343534,0.433078,1.604735,138.593384,Oblong
1.274449,1.302187,0.520339,1.475844,1.659570,2.449266,0.430221,1.552460,137.457306,Oblong
1.227147,1.343562,0.513739,1.448771,1.648748,2.388659,0.422785,1.589789,138.873749,Oblong
1.297689,1.342973,0.501963,1.483411,1.742761,2.585230,0.421137,1.604391,136.898224,Oblong
1.231069,1.426220,0.516279,1.358092,1.755775,2.384504,0.412719,1.642801,141.878067,Oblong
1.304103,1.388115,0.521481,1.381453,1.810245,2.500768,0.419479,1.610459,143.228317,Oblong
1.249860,1.308811,0.529078,1.444120,1.635831,2.362336,0.420666,1.546635,138.731186,Oblong
1.211750,1.307382,0.470332,1.626270,1.584220,2.576370,0.402231,1.619145,133.607483,Oblong
1.267854,1.301401,0.495787,1.549864,1.649987,2.557255,0.407139,1.582041,136.028809,Oblong
1.241645,1.398551,0.520953,1.372533,1.736505,2.383410,0.416298,1.618150,141.152542,Oblong
1.261383,1.426264,0.567586,1.235288,1.799066,2.222365,0.429256,1.576394,147.294846,Oblong
1.244821,1.343888,0.504425,1.475163,1.672900,2.467801,0.416525,1.601877,138.654968,Oblong
1.335178,1.346255,0.503667,1.474786,1.797491,2.650915,0.414991,1.604534,135.358734,Oblong
1.230479,1.344383,0.497095,1.496365,1.654235,2.475340,0.411439,1.611694,140.646301,Oblong
1.252214,1.344352,0.492919,1.509077,1.683416,2.540405,0.407023,1.617113,138.043533,Oblong
1.227886,1.323873,0.503345,1.500678,1.625565,2.439451,0.416902,1.588935,138.036179,Oblong
1.228713,1.328810,0.483088,1.557797,1.632725,2.543454,0.404653,1.618593,134.637726,Oblong
1.251168,1.356722,0.507913,1.451177,1.697487,2.463354,0.421608,1.606447,139.384933,Oblong
1.287694,1.361421,0.534015,1.375480,1.753092,2.411343,0.432896,1.576613,146.012024,Oblong
1.271589,1.345555,0.507677,1.463899,1.710993,2.504720,0.406578,1.598894,138.166885,Oblong
1.285183,1.320308,0.496609,1.525141,1.696838,2.587916,0.401787,1.594885,136.010117,Oblong
1.271391,1.310413,0.483059,1.579762,1.666048,2.631959,0.407772,1.604908,134.753265,Oblong
1.288842,1.372275,0.497863,1.463690,1.768645,2.588748,0.423034,1.630550,139.602310,Oblong
1.168841,1.327568,0.490536,1.535579,1.551715,2.382782,0.420010,1.607984,134.959412,Oblong
1.265019,1.334127,0.523331,1.432275,1.687695,2.417244,0.428968,1.571234,138.668213,Oblong
1.273872,1.314104,0.488506,1.557759,1.674001,2.607689,0.404417,1.600664,135.470062,Oblong
1.215264,1.399306,0.524615,1.362218,1.700526,2.316487,0.424342,1.613873,146.012466,Oblong
1.339982,1.397414,0.505417,1.415876,1.872509,2.651241,0.436774,1.637969,144.266281,Oblong
1.245854,1.352543,0.501251,1.475007,1.685070,2.485490,0.397670,1.612124,136.451401,Oblong
1.276791,1.316486,0.491253,1.546244,1.680878,2.599048,0.417833,1.598911,138.260803,Oblong
1.280092,1.336982,0.492455,1.518826,1.711460,2.599409,0.414481,1.612373,139.244965,Oblong
1.293258,1.314802,0.528216,1.439885,1.700378,2.448349,0.417880,1.551847,139.466476,Oblong
1.227044,1.332318,0.513031,1.463015,1.634812,2.391754,0.417030,1.582776,139.522202,Oblong
1.194497,1.332697,0.526113,1.426231,1.591902,2.270421,0.414466,1.566820,142.346878,Oblong
1.248650,1.369143,0.509693,1.432989,1.709581,2.449811,0.423992,1.612804,143.667831,Oblong
1.260770,1.372931,0.530509,1.372962,1.730950,2.376529,0.418540,1.588717,141.652466,Oblong
1.277656,1.365199,0.498342,1.469862,1.744254,2.563813,0.410446,1.624912,137.815781,Oblong
1.202452,1.344599,0.526758,1.411873,1.616816,2.282738,0.417279,1.574215,144.174179,Oblong
1.223907,1.378952,0.525259,1.380630,1.687709,2.330102,0.428288,1.599428,141.948395,Oblong
1.293618,1.301007,0.454706,1.690402,1.683007,2.844957,0.414740,1.634867,138.169724,Oblong
1.305915,1.334084,0.519644,1.442482,1.742200,2.513093,0.428851,1.575768,141.050369,Oblong
1.188783,1.295716,0.496238,1.555250,1.540325,2.395592,0.414748,1.577273,137.261871,Oblong
1.264447,1.349691,0.501175,1.478346,1.706613,2.522964,0.424249,1.610195,136.349365,Oblong
1.246226,1.326183,0.492659,1.530560,1.652724,2.529593,0.419048,1.604231,138.493225,Oblong
1.278621,1.326934,0.489142,1.540693,1.696646,2.614011,0.409106,1.609323,138.051010,Oblong
1.245848,1.333106,0.508333,1.475663,1.660848,2.450852,0.432817,1.589244,143.588943,Oblong
1.296627,1.364289,0.521132,1.406520,1.768973,2.488096,0.422729,1.594750,144.968491,Oblong
1.264523,1.339570,0.515941,1.446886,1.693918,2.450906,0.420670,1.584222,140.840057,Oblong
1.248885,1.394564,0.514651,1.393312,1.741650,2.426661,0.429349,1.623744,142.978638,Oblong
1.263225,1.299742,0.480202,1.602208,1.641867,2.630612,0.415528,1.600531,137.059692,Oblong
1.357446,1.328379,0.485442,1.550745,1.803202,2.796306,0.419524,1.615196,138.155701,Oblong
1.287538,1.375603,0.492702,1.475443,1.771141,2.613218,0.409751,1.639807,142.799316,Oblong
1.244794,1.340227,0.497902,1.498573,1.668306,2.500077,0.424369,1.607659,136.438354,Oblong
1.299835,1.401379,0.522516,1.365667,1.821561,2.487646,0.426839,1.617993,145.457672,Oblong
1.266505,1.299842,0.528492,1.455698,1.646256,2.396451,0.419215,1.541050,139.022888,Oblong
1.241495,1.306245,0.486225,1.574485,1.621696,2.553336,0.442779,1.597728,138.977417,Oblong
1.280237,1.370093,0.521701,1.399034,1.754044,2.453967,0.416695,1.597982,136.533569,Oblong
1.264127,1.364394,0.503826,1.454720,1.724767,2.509053,0.406973,1.617138,138.031601,Oblong
1.238964,1.330904,0.501882,1.497102,1.648941,2.468634,0.421745,1.595849,140.111450,Oblong
1.268393,1.267696,0.501907,1.571671,1.607936,2.527147,0.422882,1.549499,140.014282,Oblong
1.226339,1.341201,0.501912,1.485522,1.644767,2.443337,0.413200,1.603191,138.013123,Oblong
1.235022,1.341077,0.521609,1.429555,1.656260,2.367715,0.427698,1.578185,142.110031,Oblong
1.319860,1.276049,0.481438,1.627768,1.684205,2.741496,0.426123,1.580894,133.207489,Oblong
1.244568,1.357060,0.501625,1.469001,1.688954,2.481074,0.402826,1.614841,139.702911,Oblong
1.206785,1.375522,0.505981,1.436806,1.659960,2.385042,0.411129,1.622090,140.402145,Oblong
1.331502,1.330164,0.511630,1.469396,1.771117,2.602472,0.423676,1.583009,145.227936,Oblong
1.311444,1.356470,0.520880,1.415310,1.778935,2.517745,0.462338,1.589714,141.420700,Oblong
1.245651,1.357349,0.520281,1.416024,1.690783,2.394188,0.434885,1.591076,144.770081,Oblong
1.246080,1.344237,0.507816,1.464934,1.675027,2.453804,0.429552,1.597786,137.869797,Oblong
1.274079,1.264280,0.468754,1.687377,1.610793,2.718015,0.429582,1.587657,130.432770,Oblong
1.288034,1.364335,0.502653,1.458178,1.757310,2.562472,0.407912,1.618632,137.615768,Oblong
1.249923,1.364333,0.526127,1.393121,1.705311,2.375704,0.430103,1.588453,143.954178,Oblong
1.322105,1.349787,0.516270,1.435019,1.784560,2.560878,0.422257,1.590928,137.592712,Oblong
1.223774,1.336957,0.490538,1.524789,1.636133,2.494757,0.422823,1.614849,139.677353,Oblong
1.256307,1.341798,0.522660,1.425914,1.685710,2.403678,0.430713,1.577375,139.720123,Oblong
1.229650,1.370489,0.559458,1.304239,1.685221,2.197932,0.433929,1.551440,145.720108,Oblong
1.220377,1.311607,0.506193,1.506191,1.600655,2.410892,0.407695,1.576520,134.368500,Oblong
1.236683,1.348167,0.512933,1.446092,1.667255,2.411004,0.441054,1.594031,142.606827,Oblong
1.248797,1.340119,0.500683,1.490371,1.673536,2.494190,0.429861,1.603997,140.385361,Oblong
1.262669,1.327925,0.497168,1.514688,1.676729,2.539722,0.416175,1.599715,138.027496,Oblong
1.221178,1.428142,0.532169,1.315767,1.744016,2.294719,0.411422,1.622877,143.944763,Oblong
1.233347,1.362825,0.517202,1.418731,1.680836,2.384654,0.416379,1.598757,136.681213,Oblong
1.331002,1.332652,0.471823,1.590391,1.773764,2.820977,0.440156,1.636385,142.019577,Oblong
1.313200,1.365086,0.529478,1.383541,1.792631,2.480179,0.417537,1.584746,145.683929,Oblong
1.240074,1.319683,0.479949,1.578829,1.636504,2.583760,0.402434,1.615891,131.054184,Oblong
1.268443,1.307248,0.487397,1.569491,1.658170,2.602484,0.416973,1.596981,137.673767,Oblong
1.227157,1.313116,0.498160,1.528720,1.611400,2.463380,0.406170,1.587671,135.730042,Oblong
1.243728,1.379157,0.566252,1.280491,1.715296,2.196421,0.437515,1.548788,147.256836,Oblong
1.246653,1.316113,0.521434,1.457161,1.640737,2.390818,0.425641,1.560979,140.200790,Oblong
1.250693,1.342071,0.495035,1.505182,1.678518,2.526475,0.427887,1.612706,141.867279,Oblong
1.262535,1.358672,0.543762,1.353558,1.715371,2.321853,0.437991,1.562775,145.960510,Oblong
1.286784,1.379371,0.526034,1.378176,1.774953,2.446198,0.422575,1.598718,140.090240,Oblong
1.242427,1.331986,0.500539,1.499901,1.654895,2.482180,0.426079,1.598341,137.710861,Oblong
1.246450,1.336909,0.493656,1.515214,1.666390,2.524939,0.425642,1.610760,141.213577,Oblong
1.280033,1.376941,0.523843,1.386383,1.762531,2.443542,0.423227,1.599884,145.010223,Oblong
1.282221,1.344527,0.487073,1.526990,1.723981,2.632502,0.403795,1.624921,137.759766,Oblong
1.266277,1.374883,0.519068,1.401232,1.740983,2.439521,0.426948,1.604618,144.153687,Oblong
1.212419,1.380305,0.501790,1.443788,1.673507,2.416189,0.412988,1.630966,136.078415,Oblong
1.205317,1.320445,0.490480,1.544039,1.591555,2.457423,0.418532,1.602820,138.217972,Oblong
1.263053,1.291230,0.487955,1.587146,1.630892,2.588464,0.455112,1.584271,136.985641,Oblong
1.280802,1.437424,0.561496,1.238991,1.841056,2.281053,0.417618,1.590856,146.300476,Oblong
1.282657,1.418469,0.522341,1.349665,1.819409,2.455593,0.422713,1.629559,143.628647,Oblong
1.186780,1.320124,0.488466,1.550782,1.566696,2.429604,0.403858,1.605174,128.643677,Oblong
1.305366,1.343306,0.497012,1.497814,1.753505,2.626426,0.415723,1.611027,136.219315,Oblong
1.233626,1.324565,0.525935,1.435471,1.634017,2.345585,0.415553,1.561402,141.348831,Oblong
1.250693,1.313459,0.488369,1.558962,1.642735,2.560961,0.417414,1.600362,137.613235,Oblong
1.240161,1.313209,0.566288,1.344711,1.628591,2.189984,0.457249,1.506272,146.816971,Oblong
1.292342,1.305814,0.521969,1.467148,1.687559,2.475900,0.421308,1.553067,139.489365,Oblong
1.271155,1.358705,0.477952,1.539893,1.727124,2.659587,0.403167,1.647519,137.503494,Oblong
1.272728,1.389398,0.542082,1.327725,1.768326,2.347851,0.430381,1.585014,143.987183,Oblong
1.251976,1.345166,0.498931,1.489991,1.684116,2.509317,0.421187,1.609874,140.850525,Oblong
1.242810,1.412984,0.523750,1.351259,1.756070,2.372905,0.405665,1.624072,141.120255,Oblong
1.280898,1.341647,0.504974,1.476020,1.718513,2.536561,0.424934,1.599582,139.929382,Oblong
1.256258,1.371091,0.501937,1.453063,1.722445,2.502821,0.415129,1.624322,141.408661,Oblong
1.318153,1.319891,0.490722,1.543925,1.739818,2.686150,0.424295,1.602102,134.328308,Oblong
1.205447,1.317174,0.490679,1.547246,1.587783,2.456692,0.417201,1.600153,138.152222,Oblong
1.257880,1.352832,0.494350,1.495275,1.701700,2.544511,0.412969,1.621349,139.130890,Oblong
1.209207,1.324534,0.514606,1.467109,1.601636,2.349774,0.411892,1.575314,136.509644,Oblong
1.180299,1.315221,0.490017,1.551637,1.552354,2.408689,0.409207,1.599558,135.216934,Oblong
1.223940,1.357615,0.549282,1.340998,1.661640,2.228255,0.418858,1.555370,140.728043,Oblong
1.294046,1.341532,0.488819,1.524934,1.736004,2.647291,0.411503,1.620436,141.283905,Oblong
1.249894,1.344732,0.494568,1.503620,1.680773,2.527243,0.410793,1.615234,139.827118,Oblong
1.224157,1.333978,0.518188,1.446652,1.632999,2.362382,0.417341,1.577505,134.703125,Oblong
1.249825,1.353247,0.511541,1.444583,1.691322,2.443255,0.412507,1.599355,142.708450,Oblong
1.193903,1.384678,0.488448,1.478539,1.653171,2.444279,0.419947,1.652022,138.254578,Oblong
1.190167,1.341158,0.487668,1.528960,1.596202,2.440529,0.423269,1.621676,140.026657,Oblong
1.252428,1.320013,0.492584,1.537949,1.653221,2.542569,0.409254,1.599805,138.774918,Oblong
1.251298,1.374222,0.520642,1.397668,1.719561,2.403375,0.423839,1.602145,145.141968,Oblong
1.217313,1.299855,0.504068,1.526215,1.582331,2.414977,0.422429,1.570617,137.427322,Oblong
1.263127,1.319912,0.519478,1.458438,1.667216,2.431532,0.421611,1.566043,140.316498,Oblong
1.283461,1.295950,0.517129,1.492151,1.663301,2.481896,0.435401,1.551874,137.678391,Oblong
1.302001,1.382872,0.537555,1.345225,1.800500,2.422079,0.420217,1.586435,141.929779,Oblong
1.215537,1.347898,0.495721,1.496600,1.638420,2.452058,0.427820,1.616009,140.058167,Oblong
1.248945,1.344243,0.509042,1.461398,1.678885,2.453520,0.423855,1.596226,140.430054,Oblong
1.251427,1.321444,0.494847,1.529258,1.653690,2.528919,0.414448,1.597962,136.951263,Oblong
1.277307,1.370892,0.518791,1.406061,1.751050,2.462082,0.439806,1.602252,141.544754,Oblong
1.270799,1.289726,0.500274,1.549867,1.638982,2.540203,0.442216,1.567849,135.704498,Oblong
1.211855,1.373340,0.513242,1.418731,1.664289,2.361179,0.423195,1.611093,141.843750,Oblong
1.276743,1.364551,0.515120,1.422662,1.742180,2.478533,0.422414,1.602612,143.682983,Oblong
1.238454,1.370639,0.503712,1.448420,1.697473,2.458654,0.412005,1.621667,141.963943,Oblong
1.216219,1.312617,0.479768,1.587926,1.596429,2.535012,0.413886,1.610818,137.831329,Oblong
1.196073,1.366551,0.469899,1.557289,1.634494,2.545380,0.404178,1.664352,138.482040,Oblong
1.214584,1.429768,0.497431,1.406051,1.736573,2.441710,0.414838,1.671059,143.001648,Oblong
1.260865,1.358623,0.489261,1.504390,1.713041,2.577082,0.424808,1.632253,144.009033,Oblong
1.203582,1.296829,0.482413,1.598447,1.560840,2.494919,0.406729,1.595501,134.650314,Oblong
