height_to_cheek,cheek_to_jaw,forehead_to_cheek,jaw_to_forehead,height_to_jaw,height_to_forehead,chin_to_jaw,cheek_to_fj_mean,jaw_angle,label
1.151343,1.336215,0.505376,1.480845,1.538442,2.278193,0.410510,1.595204,134.184204,Square
1.156202,1.288646,0.508780,1.525233,1.489934,2.272497,0.412468,1.556676,131.785492,Square
1.225259,1.296940,0.464081,1.661446,1.589088,2.640184,0.403909,1.619267,133.655350,Square
1.176894,1.321479,0.502017,1.507377,1.555240,2.344333,0.405319,1.588885,134.619797,Square
1.193645,1.350438,0.522796,1.416425,1.611943,2.283197,0.411378,1.583160,137.836533,Square
1.173057,1.297551,0.506903,1.520376,1.522102,2.314167,0.410065,1.565454,131.247482,Square
1.225144,1.342795,0.524620,1.419533,1.645117,2.335298,0.415476,1.575628,135.947891,Square
1.200338,1.318121,0.530126,1.431086,1.582191,2.264252,0.424038,1.551854,136.218353,Square
1.184873,1.297524,0.501993,1.535277,1.537402,2.360337,0.401754,1.571472,134.856613,Square
1.179326,1.319680,0.522678,1.449763,1.556333,2.256313,0.404566,1.561966,135.142975,Square
1.158438,1.308094,0.505180,1.513264,1.515346,2.293118,0.424989,1.575235,131.308517,Square
1.123781,1.339987,0.506401,1.473687,1.505851,2.219153,0.403756,1.596581,137.902634,Square
1.195010,1.305932,0.507062,1.510143,1.560602,2.356732,0.419588,1.571340,131.344269,Square
1.200112,1.294758,0.519698,1.486143,1.553854,2.309249,0.409629,1.547936,136.742172,Square
1.233422,1.316451,0.495690,1.532447,1.623739,2.488294,0.400973,1.593235,131.815353,Square
1.244294,1.345222,0.528811,1.405742,1.673852,2.353004,0.415128,1.572102,139.490585,Square
1.212512,1.293730,0.526034,1.469408,1.568663,2.305005,0.411802,1.539654,136.775269,Square
1.200512,1.326647,0.531727,1.417608,1.592656,2.257761,0.415914,1.555807,138.138458,Square
1.096462,1.286864,0.490117,1.585504,1.410996,2.237141,0.407866,1.578282,130.900665,Square
1.164630,1.295804,0.484641,1.592357,1.509132,2.403077,0.415882,1.591896,128.456238,Square
1.132130,1.322798,0.477795,1.582212,1.497579,2.369488,0.415634,1.621050,131.492935,Square
1.175959,1.321907,0.546681,1.383773,1.554509,2.151088,0.425489,1.534727,140.880905,Square
1.092782,1.298649,0.498153,1.545773,1.419141,2.193669,0.434605,1.577059,130.928879,Square
1.208786,1.306799,0.487391,1.570053,1.579640,2.480118,0.414764,1.596654,131.898590,Square
1.147926,1.282661,0.499293,1.561466,1.472400,2.299102,0.421502,1.563817,124.796341,Square
1.178749,1.334424,0.495181,1.513361,1.572952,2.380443,0.406002,1.606984,131.450119,Square
1.158652,1.332995,0.511824,1.465719,1.544478,2.263771,0.408081,1.584768,136.815582,Square
1.221286,1.332052,0.495877,1.513927,1.626815,2.462879,0.428229,1.604365,134.701889,Square
1.149424,1.300143,0.505330,1.522066,1.494416,2.274600,0.410436,1.569272,126.389870,Square
1.208527,1.325616,0.518494,1.454918,1.602043,2.330840,0.419672,1.571264,136.922806,Square
1.149026,1.331789,0.519185,1.446247,1.530260,2.213134,0.418211,1.574735,135.850647,Square
1.173770,1.294696,0.493296,1.565757,1.519675,2.379442,0.406360,1.580180,131.735855,Square
1.171110,1.309982,0.494489,1.543755,1.534134,2.368326,0.412231,1.590005,132.946075,Square
1.109578,1.346123,0.500750,1.483522,1.493629,2.215830,0.419433,1.608203,136.777145,Square
1.191999,1.324688,0.524657,1.438834,1.579027,2.271958,0.403731,1.563047,131.653091,Square
1.141427,1.325958,0.514988,1.464445,1.513484,2.216413,0.412366,1.575845,134.138565,Square
1.101018,1.344847,0.496131,1.498755,1.480701,2.219207,0.398843,1.613281,134.553574,Square
1.183694,1.334417,0.504488,1.485448,1.579542,2.346328,0.392392,1.595051,131.939041,Square
1.187152,1.363302,0.513189,1.429325,1.618446,2.313284,0.408336,1.604232,134.927597,Square
1.237588,1.312225,0.488238,1.560847,1.623994,2.534806,0.412856,1.599613,132.449646,Square
1.205679,1.319731,0.467884,1.619481,1.591172,2.576873,0.405752,1.631835,133.655685,Square
1.153782,1.312218,0.509568,1.495518,1.514014,2.264235,0.420179,1.572776,130.900681,Square
1.138225,1.344367,0.526260,1.413455,1.530193,2.162859,0.418314,1.574674,136.836258,Square
1.150009,1.322466,0.470849,1.605957,1.520847,2.442415,0.411579,1.629975,129.222992,Square
1.139048,1.349067,0.522905,1.417566,1.536652,2.178306,0.412104,1.582080,137.547760,Square
1.180791,1.314326,0.513867,1.480630,1.551944,2.297855,0.408646,1.568981,133.170822,Square
1.157055,1.290609,0.457963,1.691901,1.493306,2.526527,0.396057,1.622336,127.441292,Square
1.217545,1.337357,0.508864,1.469437,1.628293,2.392674,0.419799,1.591587,134.427002,Square
1.213948,1.321730,0.512566,1.476072,1.604511,2.368374,0.407768,1.575858,133.966476,Square
1.157115,1.319469,0.508421,1.490656,1.526777,2.275900,0.435813,1.579402,132.109207,Square
1.196845,1.292110,0.485628,1.593663,1.546456,2.464530,0.413207,1.587861,132.994919,Square
1.178021,1.331878,0.513428,1.462367,1.568980,2.294425,0.407472,1.581969,135.575226,Square
1.247770,1.330967,0.505304,1.486893,1.660740,2.469342,0.415515,1.591548,138.679688,Square
1.172566,1.357315,0.531782,1.385434,1.591541,2.204976,0.408320,1.576627,136.523468,Square
1.156920,1.308843,0.523713,1.458877,1.514227,2.209071,0.410986,1.553101,135.796616,Square
1.170454,1.352218,0.537505,1.375848,1.582709,2.177567,0.408532,1.566132,137.628372,Square
1.138354,1.341600,0.503532,1.480301,1.527215,2.260738,0.400057,1.601395,133.603439,Square
1.156034,1.329269,0.494597,1.521022,1.536680,2.337324,0.409450,1.603990,131.464722,Square
1.173143,1.336702,0.511823,1.461659,1.568142,2.292089,0.419123,1.587386,134.104965,Square
1.150154,1.316668,0.518913,1.463622,1.514371,2.216467,0.416644,1.564448,135.072250,Square
1.173931,1.369106,0.541868,1.347936,1.607236,2.166451,0.404239,1.571991,137.420609,Square
1.148712,1.297743,0.503704,1.529805,1.490734,2.280532,0.436567,1.569523,132.360641,Square
1.195452,1.330111,0.499135,1.506239,1.590083,2.395046,0.399724,1.598782,133.645020,Square
1.170102,1.303440,0.505418,1.517952,1.525157,2.315115,0.407875,1.571562,135.011566,Square
1.189698,1.304688,0.492743,1.555509,1.552185,2.414437,0.396265,1.588297,134.226929,Square
1.195867,1.289113,0.477925,1.623115,1.541608,2.502207,0.411732,1.595339,134.632706,Square
1.238395,1.380095,0.533487,1.358210,1.709103,2.321321,0.419556,1.589731,137.506760,Square
1.196845,1.292110,0.485628,1.593663,1.546456,2.464530,0.413207,1.587861,132.994919,Square
1.078487,1.322836,0.527607,1.432791,1.426662,2.044109,0.420719,1.558168,129.685913,Square
1.173175,1.361747,0.514832,1.426389,1.597567,2.278752,0.411076,1.601046,137.501541,Square
1.128369,1.348000,0.496644,1.493706,1.521041,2.271989,0.419005,1.614878,133.923370,Square
1.136945,1.348688,0.512101,1.447882,1.533384,2.220159,0.413467,1.595454,135.032013,Square
1.181916,1.311421,0.515983,1.477823,1.549989,2.290609,0.416049,1.564315,135.192352,Square
1.096865,1.286675,0.476474,1.631143,1.411308,2.302045,0.441543,1.595315,125.867432,Square
1.165782,1.366800,0.518579,1.410848,1.593391,2.248034,0.403689,1.599725,141.182144,Square
1.152421,1.300812,0.494141,1.555733,1.499083,2.332173,0.419077,1.583667,132.008911,Square
1.180186,1.349457,0.491642,1.507274,1.592611,2.400501,0.396685,1.622481,135.929382,Square
1.206416,1.284434,0.497954,1.563504,1.549562,2.422746,0.421128,1.566776,127.303551,Square
1.194761,1.323937,0.513637,1.470539,1.581788,2.326081,0.397796,1.576094,136.030365,Square
1.136575,1.301254,0.478426,1.606287,1.478973,2.375655,0.393527,1.603959,130.343231,Square
1.214628,1.335167,0.524342,1.428399,1.621732,2.316480,0.407411,1.570707,135.542679,Square
1.171966,1.306377,0.500338,1.529916,1.531030,2.342347,0.413233,1.580011,136.685196,Square
1.233733,1.372507,0.519308,1.403008,1.693308,2.375724,0.421423,1.602690,135.556335,Square
1.112666,1.276467,0.504906,1.551600,1.420281,2.203707,0.439991,1.552410,131.388077,Square
1.195997,1.370734,0.512679,1.422988,1.639394,2.332838,0.411909,1.610027,139.068893,Square
1.126553,1.322816,0.487342,1.551196,1.490222,2.311627,0.390753,1.608616,133.005142,Square
1.216225,1.358275,0.533067,1.381117,1.651968,2.281562,0.416281,1.575678,140.171799,Square
1.146954,1.316392,0.503649,1.508297,1.509841,2.277289,0.409962,1.583154,132.998123,Square
1.222346,1.317416,0.509964,1.488462,1.610339,2.396928,0.422099,1.576013,137.875671,Square
1.172098,1.325093,0.545537,1.383340,1.553140,2.148521,0.420051,1.538224,140.778427,Square
1.130912,1.353061,0.524266,1.409714,1.530193,2.157134,0.396268,1.583116,135.696121,Square
1.228757,1.336987,0.534124,1.400330,1.642832,2.300507,0.426069,1.559972,140.855331,Square
1.170566,1.318762,0.473625,1.601028,1.543698,2.471504,0.401113,1.623493,133.968887,Square
1.210660,1.402146,0.519112,1.373869,1.697523,2.332173,0.416742,1.622975,140.162720,Square
1.184016,1.378212,0.532860,1.361666,1.631824,2.222001,0.414109,1.589272,138.892349,Square
1.204876,1.331415,0.513384,1.463001,1.604190,2.346932,0.415743,1.581698,136.498856,Square
1.174799,1.328399,0.507518,1.483269,1.560602,2.314792,0.402732,1.586918,134.563522,Square
1.165442,1.318828,0.484889,1.563757,1.537018,2.403524,0.409660,1.608832,133.885361,Square
1.176019,1.319172,0.490950,1.544049,1.551372,2.395394,0.409860,1.601279,136.818588,Square
1.150194,1.292064,0.496651,1.558349,1.486125,2.315901,0.398827,1.574052,129.441116,Square
1.157101,1.339078,0.527405,1.415955,1.549449,2.193950,0.398179,1.569628,135.608093,Square
1.140983,1.309506,0.519681,1.469454,1.494124,2.195545,0.425143,1.558449,132.062241,Square
1.199396,1.332636,0.503693,1.489781,1.598358,2.381203,0.417041,1.594787,136.197433,Square
1.125279,1.303264,0.491350,1.561624,1.466536,2.290177,0.426942,1.588998,133.471024,Square
1.151015,1.307636,0.502072,1.523167,1.505108,2.292531,0.413056,1.578768,136.521057,Square
1.128230,1.339474,0.513301,1.454433,1.511234,2.197989,0.416652,1.587474,137.693008,Square
1.190667,1.337032,0.519067,1.440903,1.591960,2.293860,0.420188,1.578541,139.841003,Square
1.108650,1.345922,0.505174,1.470752,1.492157,2.194593,0.407769,1.602360,133.238861,Square
1.139617,1.331099,0.501654,1.497564,1.516943,2.271720,0.420998,1.596281,136.403915,Square
1.088396,1.286705,0.492168,1.579092,1.400444,2.211431,0.426540,1.575613,126.999390,Square
1.221388,1.305598,0.503555,1.521051,1.594641,2.425529,0.425530,1.575438,137.812698,Square
1.157669,1.314245,0.506556,1.502091,1.521460,2.285372,0.414470,1.577972,132.750183,Square
1.163618,1.330649,0.501696,1.497945,1.548366,2.319367,0.416074,1.595903,133.613098,Square
1.139047,1.287699,0.500772,1.550765,1.466749,2.274582,0.411820,1.565741,131.933502,Square
1.066765,1.339633,0.508616,1.467657,1.429073,2.097389,0.423951,1.593513,128.933975,Square
1.179448,1.308504,0.508949,1.501588,1.543311,2.317417,0.408908,1.570869,133.181534,Square
1.171349,1.306075,0.492246,1.555428,1.529869,2.379601,0.408447,1.589953,127.445572,Square
1.210652,1.356018,0.531006,1.388784,1.641665,2.279919,0.407975,1.576715,138.761795,Square
1.180286,1.333878,0.505613,1.482741,1.574358,2.334365,0.416734,1.593236,137.507172,Square
1.202906,1.325608,0.537468,1.403564,1.594582,2.238098,0.416420,1.548181,134.992264,Square
1.162750,1.359287,0.520589,1.413168,1.580511,2.233527,0.406526,1.592016,140.811951,Square
1.215974,1.339804,0.519386,1.437037,1.629167,2.341174,0.405222,1.580073,134.366928,Square
1.167347,1.318426,0.493836,1.535895,1.539061,2.363836,0.405204,1.597041,129.185486,Square
1.221882,1.315169,0.488283,1.557207,1.606981,2.502402,0.415423,1.601740,132.932495,Square
1.134906,1.346127,0.515128,1.442111,1.527727,2.203153,0.407551,1.589825,132.010315,Square
1.170096,1.317061,0.516685,1.469495,1.541089,2.264622,0.414195,1.567458,136.160187,Square
1.178433,1.323968,0.494984,1.525918,1.560208,2.380750,0.418999,1.599630,132.894531,Square
1.152041,1.293637,0.507243,1.523953,1.490323,2.271182,0.414960,1.562186,130.131500,Square
1.175001,1.291930,0.493346,1.568949,1.518019,2.381696,0.411934,1.578056,125.666527,Square
1.188322,1.330897,0.537528,1.397829,1.581534,2.210715,0.413321,1.551709,139.175583,Square
1.118330,1.335176,0.494759,1.513798,1.493168,2.260355,0.402008,1.608075,134.282883,Square
1.054078,1.352324,0.508936,1.452967,1.425456,2.071141,0.420699,1.602046,135.642639,Square
1.203824,1.312501,0.519176,1.467526,1.580020,2.318720,0.414933,1.561182,131.997742,Square
1.207176,1.304257,0.490985,1.561595,1.574468,2.458681,0.426708,1.590198,134.365799,Square
1.210706,1.359667,0.518268,1.419102,1.646157,2.336064,0.407741,1.595225,136.766495,Square
1.227585,1.416570,0.532889,1.324724,1.738960,2.303642,0.399181,1.614440,140.292892,Square
1.165735,1.313695,0.491042,1.550195,1.531421,2.374002,0.400580,1.597120,129.611496,Square
1.157136,1.324877,0.495607,1.522955,1.533064,2.334787,0.403097,1.599496,132.491333,Square
1.217840,1.299791,0.481923,1.596425,1.582937,2.527040,0.408925,1.598366,128.710403,Square
1.114940,1.326396,0.490355,1.537503,1.478853,2.273740,0.410118,1.607359,132.225616,Square
1.044956,1.280273,0.487273,1.602969,1.337828,2.144498,0.421688,1.576844,122.410805,Square
1.175283,1.297702,0.496512,1.552011,1.525167,2.367077,0.412009,1.578401,128.908585,Square
1.203386,1.317807,0.504755,1.503376,1.585831,2.384100,0.412593,1.582791,130.948425,Square
1.254279,1.338482,0.506695,1.474488,1.678830,2.475414,0.424426,1.595138,136.728165,Square
1.140124,1.366672,0.514004,1.423539,1.558176,2.218125,0.409326,1.605513,135.864471,Square
1.100479,1.320640,0.497683,1.521467,1.453337,2.211205,0.415073,1.593763,130.642349,Square
1.183927,1.287946,0.501500,1.548215,1.524834,2.360771,0.407964,1.565031,130.349014,Square
1.229327,1.315019,0.510218,1.490431,1.616589,2.409414,0.404463,1.573981,132.596588,Square
1.201698,1.347769,0.517377,1.434093,1.619611,2.322673,0.406803,1.588128,137.613159,Square
1.186879,1.365277,0.511299,1.432533,1.620418,2.321302,0.405076,1.608039,131.545959,Square
1.174622,1.341467,0.505496,1.474696,1.575716,2.323702,0.403557,1.598786,134.895126,Square
1.140813,1.344544,0.522785,1.422663,1.533873,2.182184,0.421503,1.579116,137.555191,Square
1.210024,1.310437,0.502534,1.518513,1.585661,2.407848,0.416644,1.580231,131.041168,Square
1.210912,1.294028,0.520506,1.484673,1.566954,2.326415,0.428909,1.546448,137.105698,Square
1.190561,1.352196,0.538938,1.372214,1.609872,2.209088,0.404962,1.564364,139.306168,Square
1.190387,1.303776,0.514203,1.491635,1.551998,2.315015,0.415665,1.561030,133.546371,Square
1.208681,1.327386,0.491831,1.531747,1.604386,2.457514,0.400016,1.606179,132.106277,Square
1.190277,1.298254,0.511191,1.506806,1.545281,2.328439,0.411216,1.560725,134.902527,Square
1.215796,1.319425,0.493452,1.535926,1.604152,2.463858,0.420767,1.598263,132.807816,Square
1.166133,1.326900,0.510104,1.477415,1.547342,2.286067,0.392354,1.582603,131.950745,Square
1.122784,1.313364,0.511353,1.488999,1.474624,2.195713,0.422334,1.571392,129.452881,Square
1.133284,1.353075,0.523284,1.412345,1.533418,2.165715,0.415743,1.584358,136.469559,Square
1.246360,1.330031,0.493009,1.525047,1.657698,2.528068,0.412696,1.606592,135.844345,Square
1.062809,1.333201,0.504962,1.485409,1.416938,2.104733,0.422982,1.593579,128.180313,Square
1.198474,1.351665,0.531342,1.392376,1.619935,2.255559,0.401609,1.573353,138.452835,Square
1.238043,1.315566,0.516160,1.472662,1.628727,2.398565,0.426518,1.567043,139.828964,Square
1.150496,1.339583,0.499954,1.493140,1.541185,2.301205,0.401712,1.604551,131.462555,Square
1.131076,1.295067,0.494002,1.563072,1.464819,2.289618,0.399208,1.579575,133.187958,Square
1.144116,1.365633,0.503849,1.453334,1.562443,2.270752,0.403053,1.617979,134.811203,Square
1.174189,1.332967,0.485990,1.543665,1.565156,2.416077,0.412834,1.617866,131.349472,Square
1.204891,1.320584,0.514910,1.470629,1.591160,2.340005,0.427449,1.572141,135.978485,Square
1.197544,1.320134,0.520128,1.456370,1.580918,2.302402,0.420515,1.565402,134.074722,Square
1.229411,1.343565,0.509878,1.459740,1.651793,2.411189,0.408039,1.594685,138.543655,Square
1.140690,1.308382,0.525938,1.453218,1.492458,2.168867,0.420054,1.550098,135.792145,Square
1.174982,1.309562,0.509097,1.499940,1.538712,2.307975,0.426653,1.571449,135.860352,Square
1.196438,1.284436,0.499012,1.560188,1.536748,2.397615,0.407069,1.565480,132.718964,Square
1.253398,1.295376,0.507588,1.520873,1.623622,2.469324,0.424794,1.563032,137.992416,Square
1.204361,1.334966,0.491199,1.525008,1.607782,2.451880,0.421809,1.612537,136.742996,Square
1.120061,1.375011,0.519409,1.400182,1.540097,2.156415,0.416352,1.604266,135.789856,Square
1.134796,1.323472,0.532009,1.420254,1.501871,2.133039,0.416745,1.553280,138.934479,Square
1.194254,1.315559,0.491849,1.545460,1.571112,2.428090,0.413096,1.597467,138.216339,Square
1.140691,1.302003,0.486147,1.579866,1.485183,2.346390,0.424320,1.594649,129.995743,Square
1.251075,1.317398,0.515062,1.473748,1.648164,2.428978,0.415982,1.569693,137.320877,Square
1.155347,1.349157,0.514632,1.440258,1.558745,2.244995,0.414434,1.592565,135.511124,Square
1.093608,1.344381,0.513009,1.449949,1.470226,2.131753,0.408671,1.591286,139.000519,Square
1.229456,1.317837,0.507708,1.494598,1.620221,2.421580,0.408545,1.579121,134.823029,Square
1.193277,1.306294,0.478065,1.601297,1.558771,2.496054,0.409884,1.608247,133.021866,Square
1.156621,1.316413,0.497018,1.528396,1.522591,2.327122,0.410549,1.591524,134.140167,Square
1.163275,1.366919,0.547199,1.336941,1.590102,2.125873,0.419247,1.564001,138.930023,Square
1.155055,1.344244,0.528419,1.407809,1.552675,2.185870,0.405333,1.571917,132.851379,Square
1.149982,1.347527,0.489054,1.517421,1.549631,2.351443,0.413596,1.624492,132.899902,Square
1.152091,1.320504,0.508423,1.489481,1.521340,2.266006,0.419869,1.580141,133.519226,Square
1.188928,1.306584,0.507926,1.506824,1.553434,2.340752,0.401789,1.570746,132.907806,Square
1.154596,1.349755,0.503269,1.472127,1.558422,2.294194,0.410399,1.607531,132.567078,Square
1.176323,1.316176,0.539012,1.409574,1.548249,2.182371,0.419509,1.539897,137.995621,Square
1.211495,1.309937,0.490035,1.557840,1.586982,2.472264,0.409816,1.595622,130.955002,Square
1.194246,1.314850,0.521403,1.458647,1.570255,2.290448,0.415187,1.560129,134.030014,Square
1.241963,1.292436,0.525116,1.473451,1.605158,2.365122,0.428117,1.539825,136.682648,Square
1.164145,1.316891,0.515797,1.472217,1.533052,2.256985,0.410285,1.568429,136.365265,Square
1.238356,1.346393,0.530396,1.400322,1.667314,2.334778,0.406238,1.570943,134.309341,Square
1.124702,1.320036,0.497068,1.524048,1.484647,2.262674,0.405742,1.594105,131.980286,Square
1.170179,1.314813,0.520018,1.462574,1.538566,2.250268,0.418670,1.561789,134.102585,Square
1.190166,1.309466,0.506242,1.508508,1.558482,2.350982,0.409898,1.574912,135.789505,Square
1.081473,1.326433,0.492846,1.529689,1.434501,2.194341,0.401795,1.604174,132.078369,Square
1.162264,1.318110,0.504623,1.503424,1.531993,2.303234,0.405004,1.583175,130.668915,Square
1.155821,1.315200,0.487802,1.558706,1.520137,2.369445,0.405179,1.602381,133.251556,Square
1.183343,1.346096,0.522595,1.421539,1.592893,2.264359,0.407121,1.580422,134.179306,Square
1.203111,1.324002,0.518924,1.455483,1.592922,2.318471,0.420427,1.569600,132.325653,Square
1.150315,1.292202,0.499410,1.549574,1.486439,2.303348,0.403041,1.570743,133.162857,Square
1.138858,1.331443,0.487998,1.539074,1.516325,2.333736,0.397390,1.614123,131.507294,Square
1.183336,1.317466,0.494140,1.536069,1.559005,2.394740,0.407313,1.595949,132.333145,Square
1.168544,1.321476,0.485029,1.560174,1.544202,2.409225,0.415969,1.610619,133.364243,Square
1.184891,1.318190,0.495930,1.529682,1.561911,2.389227,0.401197,1.594202,132.249878,Square
1.155120,1.299885,0.486245,1.582121,1.501523,2.375592,0.426016,1.592935,125.808388,Square
1.175400,1.376716,0.523779,1.386781,1.618192,2.244078,0.412721,1.599815,136.725479,Square
1.174982,1.309562,0.509097,1.499940,1.538712,2.307975,0.426653,1.571449,135.860352,Square
1.228828,1.372146,0.504000,1.446001,1.686132,2.438149,0.398993,1.622342,137.800613,Square
1.170110,1.299648,0.499317,1.540983,1.520731,2.343420,0.432442,1.576347,135.304337,Square
1.125188,1.349638,0.506950,1.461562,1.518596,2.219523,0.416375,1.602705,130.059235,Square
1.207841,1.314865,0.487602,1.559744,1.588148,2.477103,0.405831,1.602389,130.766647,Square
1.171176,1.327116,0.503115,1.497696,1.554287,2.327849,0.390003,1.591560,132.172623,Square
1.177751,1.354779,0.508168,1.452528,1.595592,2.317642,0.401648,1.604756,134.655945,Square
1.137528,1.291811,0.504043,1.535796,1.469472,2.256809,0.419623,1.564762,134.760300,Square
1.158070,1.329882,0.513921,1.463157,1.540096,2.253403,0.409453,1.579945,139.724808,Square
1.154343,1.306779,0.516553,1.481436,1.508471,2.234704,0.413540,1.560314,134.418518,Square
1.164470,1.318995,0.501621,1.511405,1.535930,2.321412,0.406157,1.587585,134.362823,Square
1.194968,1.356326,0.520411,1.416738,1.620766,2.296200,0.420767,1.590208,138.713623,Square
1.178970,1.346132,0.536886,1.383663,1.587049,2.195941,0.414566,1.562799,138.811600,Square
1.195625,1.328278,0.519817,1.448307,1.588122,2.300088,0.409143,1.571498,134.036804,Square
1.196951,1.344857,0.523988,1.419065,1.609728,2.284308,0.414233,1.577832,136.760284,Square
1.235284,1.328204,0.513726,1.465559,1.640710,2.404557,0.421683,1.579002,137.516983,Square
1.215714,1.332037,0.524874,1.430304,1.619377,2.316201,0.413380,1.567885,135.555267,Square
1.166133,1.326900,0.510104,1.477415,1.547342,2.286067,0.392354,1.582603,131.950745,Square
1.195980,1.287813,0.494024,1.571807,1.540199,2.420896,0.405020,1.574142,132.522858,Square
1.296618,1.366493,0.497299,1.471549,1.771820,2.607321,0.399799,1.627208,135.846603,Square
1.162628,1.323779,0.505846,1.493366,1.539062,2.298382,0.418991,1.585717,130.506653,Square
1.128218,1.325794,0.506172,1.490137,1.495784,2.228922,0.408357,1.586751,133.787827,Square
1.152811,1.321304,0.506928,1.492969,1.523214,2.274112,0.405213,1.582584,133.656937,Square
1.233241,1.385500,0.526293,1.371405,1.708656,2.343260,0.410133,1.602495,134.732315,Square
1.227521,1.358183,0.526720,1.397855,1.667198,2.330501,0.401824,1.583534,138.807770,Square
1.149271,1.329192,0.530614,1.417860,1.527602,2.165926,0.408979,1.558906,137.035614,Square
1.205946,1.306157,0.501032,1.528055,1.575154,2.406922,0.430702,1.578984,130.844864,Square
1.191081,1.345611,0.531413,1.398454,1.602732,2.241348,0.411993,1.569157,138.551300,Square
1.193820,1.322393,0.502621,1.504521,1.578700,2.375187,0.405551,1.588782,136.845978,Square
1.224140,1.307642,0.503911,1.517600,1.600737,2.429278,0.409569,1.576483,132.833282,Square
1.146299,1.332863,0.485441,1.545531,1.527860,2.361356,0.388076,1.618508,132.548752,Square
1.085019,1.326881,0.498460,1.511950,1.439691,2.176741,0.441515,1.597307,131.043777,Square
1.197049,1.298652,0.466295,1.651378,1.554549,2.567148,0.391945,1.617698,131.264191,Square
1.174439,1.301892,0.475256,1.616208,1.528992,2.471169,0.409750,1.608532,136.876572,Square
1.164949,1.340054,0.510065,1.463026,1.561094,2.283921,0.399563,1.591972,134.318298,Square
1.063181,1.264671,0.496613,1.592223,1.344574,2.140862,0.432561,1.553600,133.833603,Square
1.132795,1.332450,0.512052,1.465665,1.509392,2.212264,0.413702,1.584096,133.704514,Square
1.107157,1.299316,0.482182,1.596151,1.438547,2.296137,0.406853,1.597677,131.924835,Square
1.206937,1.295594,0.519739,1.485067,1.563700,2.322199,0.405320,1.548484,136.553696,Square
1.152746,1.313160,0.511388,1.489128,1.513739,2.254151,0.419877,1.571203,133.449097,Square
1.160776,1.269044,0.502582,1.567894,1.473076,2.309627,0.415053,1.549695,129.484482,Square
1.182474,1.319187,0.510287,1.485522,1.559904,2.317272,0.412618,1.576877,133.474045,Square
1.126252,1.335771,0.536179,1.396234,1.504415,2.100515,0.417080,1.556650,135.905029,Square
1.089685,1.333515,0.505135,1.484549,1.453111,2.157214,0.422923,1.593583,132.466171,Square
1.178480,1.328753,0.505817,1.487861,1.565909,2.329855,0.414791,1.589317,134.203354,Square
1.167408,1.324612,0.510812,1.477918,1.546363,2.285398,0.419915,1.580091,135.695190,Square
1.191259,1.399193,0.545801,1.309448,1.666801,2.182589,0.411139,1.586674,142.181747,Square
1.266578,1.291146,0.489230,1.583110,1.635337,2.588918,0.408814,1.582609,131.780609,Square
1.195188,1.301046,0.520587,1.476432,1.554995,2.295845,0.411556,1.551350,133.738007,Square
1.154048,1.377876,0.508789,1.426435,1.590134,2.268224,0.386495,1.620031,137.187195,Square
1.194687,1.356159,0.501717,1.469707,1.620186,2.381200,0.403729,1.614084,137.048416,Square
1.163353,1.306967,0.494473,1.547365,1.520464,2.352712,0.424821,1.587801,134.741486,Square
1.147303,1.323877,0.528672,1.428781,1.518889,2.170159,0.415680,1.557597,135.486496,Square
1.112208,1.308937,0.509561,1.499287,1.455811,2.182678,0.430403,1.570426,136.654709,Square
1.142140,1.341657,0.488155,1.526865,1.532360,2.339708,0.405547,1.621400,133.900467,Square
1.220685,1.314491,0.504817,1.506984,1.604579,2.418075,0.417961,1.580318,131.471664,Square
1.223815,1.327919,0.521008,1.445387,1.625127,2.348938,0.407430,1.569778,136.579315,Square
1.134377,1.309429,0.507331,1.505313,1.485386,2.235970,0.404675,1.573536,132.313324,Square
1.236474,1.356858,0.534519,1.378803,1.677719,2.313245,0.404700,1.572926,136.729813,Square
1.159927,1.306560,0.509213,1.503042,1.515513,2.277879,0.414877,1.569142,131.100250,Square
1.229109,1.355392,0.527497,1.398670,1.665924,2.330077,0.409563,1.580664,136.671921,Square
1.256884,1.329451,0.478969,1.570436,1.670967,2.624146,0.418167,1.624486,137.439850,Square
1.112031,1.310730,0.499171,1.528402,1.457572,2.227756,0.401196,1.584655,132.455994,Square
1.189445,1.289910,0.490811,1.579523,1.534276,2.423425,0.401627,1.579705,131.848419,Square
1.206963,1.299024,0.463844,1.659629,1.567873,2.602088,0.398182,1.621202,130.746780,Square
1.178700,1.304963,0.486038,1.576637,1.538160,2.425120,0.390855,1.597006,127.376152,Square
1.229062,1.372919,0.538201,1.353351,1.687403,2.283648,0.410917,1.579060,139.975876,Square
1.165623,1.272818,0.491165,1.599581,1.483625,2.373179,0.431242,1.566387,132.818359,Square
1.144766,1.309912,0.495559,1.540502,1.499543,2.310049,0.412593,1.588601,135.140442,Square
1.188854,1.316461,0.507517,1.496724,1.565079,2.342492,0.424833,1.578371,135.162277,Square
1.174238,1.317498,0.512354,1.481424,1.547057,2.291848,0.411509,1.573108,136.361832,Square
1.169059,1.299628,0.470658,1.634843,1.519342,2.483886,0.412613,1.612762,131.997437,Square
1.163782,1.294174,0.486367,1.588706,1.506137,2.392809,0.418068,1.588487,128.884308,Square
1.120635,1.318106,0.493542,1.537182,1.477115,2.270596,0.394782,1.597181,129.385376,Square
